Composer, Score, Distribution
Mendelssohn,Songs without Words Op62 No6 A major.mid,"[5.75, 107.625, 88.625, 30.875, 162.0, 8.25, 70.875, 18.5, 62.625, 168.875, 20.5, 119.625]"
Mendelssohn,Songs without Words Op38 No4 A major.mid,"[3.75, 66.0, 48.833333203000024, 9.333333330000002, 123.24999986000003, 2.5, 40.749999980000005, 0.3333333300000021, 38.54166664, 82.20833333, 4.0, 51.16666660000002]"
Mendelssohn,Twelve Organ Pieces Fugue E minor.mid,"[233.25, 69.75, 172.875, 95.0, 347.0, 85.25, 168.125, 243.0833333, 66.5, 231.125, 39.875, 284.75]"
Mendelssohn,Twelve Organ Pieces Prelude C minor.mid,"[92.75, 4.75, 47.25, 37.875, 17.375, 59.45833333, 5.625, 65.25, 46.375, 10.875, 30.125, 24.5]"
Mendelssohn,String Quartet Op12 iv C minor.mid,"[1038.708327820001, 46.25, 543.6666646000003, 822.7916633500006, 111.66666623000002, 538.7083321600002, 162.04166663, 945.5833295930007, 416.8749992300002, 217.91666663, 531.9583330600001, 167.7916655600002]"
Mendelssohn,Three Preludes and Fugues Op37 Prelude G major.mid,"[85.70833329999999, 23.416666700000007, 178.41666662, 27.625, 59.00000003000001, 25.75, 60.16666667, 169.58333343000004, 15.0, 110.91666670000001, 32.79166673000002, 91.83333322999997]"
Mendelssohn,Songs without Words Op85 No5 A major.mid,"[8.833333310000015, 86.49999990000003, 34.916666639999995, 15.749999990000006, 207.16666641, 2.25, 31.33333322000003, 0, 77.87499987000005, 110.33333320000003, 0.3333333000000067, 54.499999840000015]"
Mendelssohn,Symphony No3 Op56 iv A minor.mid,"[618.041667, 90.95833389999967, 361.2916670999998, 215.08333370000003, 837.2916662399984, 245.87500039999958, 192.0833339999998, 697.0000007999993, 77.95833353999993, 644.0000000700006, 101.0833333999999, 508.83333259999966]"
Mendelssohn,Andante and Variations Op83a Four Hands Bb major.mid,"[627.3333329999999, 211.9583333, 585.3750004000001, 532.2916660999999, 180.04166639999994, 1264.5833331, 203.04166650000005, 416.58333249999987, 146.66666660000004, 438.83333339999996, 855.4166663999999, 125.49999980000003]"
Mendelssohn,Piano Concerto No1 Op25 (Arrangement) iii G major.mid,"[337.75, 198.5833333, 735.8333333, 130.25, 452.5, 35.25, 305.625, 671.875, 69.625, 467.0, 124.5, 455.25]"
Mendelssohn,A Midsummer Nights Dream Op61 13 Finale E major.mid,"[137.375, 205.7083333999999, 73.5, 249.3333332000002, 1236.8333334, 7.375, 358.79166669999995, 431.375, 275.6666666000001, 376.2083332000002, 101.625, 1136.2916662999996]"
Mendelssohn,Hebrides Overture Op26 B minor.mid,"[268.6666651000017, 485.83333110000177, 939.0833294000017, 185.87499960000008, 545.9999965000022, 244.08333200000106, 1365.6666644000034, 570.3333304300025, 176.08333310000035, 635.3333325000006, 279.6666664000012, 852.9166626000034]"
Mendelssohn,"Lied Op34 No2 ""Auf Flugeln des Gesanges"" Ab major.mid","[79.29166666, 64.75, 3.75, 196.25, 10.25, 49.5, 17.5, 50.875, 100.5, 1.0, 93.79166663, 0]"
Mendelssohn,A Midsummer Nights Dream Op61 7 Nocturne E major.mid,"[33.33333360000006, 204.45833350000004, 49.41666670000001, 134.79166596999983, 552.7500005670001, 36.25000010000002, 271.41666609999976, 20.166666499999963, 351.916666267, 218.58333186999965, 41.0, 485.79166674000004]"
Mendelssohn,Etude WoO1 F minor.mid,"[112.875, 64.33333333, 13.0, 22.75, 33.125, 88.25, 5.25, 56.0, 81.125, 5.5, 52.70833329999999, 16.375]"
Mendelssohn,Scherzo Caprice Op16 No2 E minor.mid,"[86.37499959999991, 32.916666599999985, 53.91666670000001, 25.083333299999993, 222.62499919999982, 9.5, 126.49999969999993, 104.20833329999999, 33.12499989999998, 81.79166609999987, 30.166666499999963, 251.24999969999993]"
Mendelssohn,"Elijah oratorio Op70 ""He Wathcing over Israel"" D major.mid","[13.166666529999972, 148.54166644999992, 274.4999996799999, 15.666666499999963, 145.9583334780001, 28.16666658999999, 241.74999997399993, 104.29166674000001, 64.58333335999998, 281.124999948, 4.0, 141.8333338520001]"
Mendelssohn,Piano Trio No1 Op49 ii Bb major.mid,"[134.37500013000005, 62.958332999999925, 153.54166642999996, 137.70833279999988, 51.04166646999995, 237.08333302999995, 53.20833319999997, 99.9166661299999, 63.29166680000003, 93.24999975999995, 232.7916657599998, 12.750000100000022]"
Mendelssohn,Piano Trio No1 Op49 iii D major.mid,"[58.124999429999875, 179.83333200999976, 315.12499837, 35.49999971999995, 210.95833182999985, 60.12499969999993, 292.08333105999986, 149.66666553000005, 65.08333284999992, 290.37499753999975, 58.74999912000014, 203.9166645099997]"
Mendelssohn,Piano Trio No2 Op66 iii G minor.mid,"[160.24999835999967, 63.291666550000016, 364.4583308799997, 147.74999899999978, 69.49999948999991, 84.6249994099999, 104.54166499999977, 331.4583306899995, 41.49999969999993, 165.08333214999976, 192.83333253999987, 50.33333249999983]"
Mendelssohn,Octet for Strings Op20 i Eb major.mid,"[975.6250002299998, 259.5000009999999, 936.4166674299997, 1516.5833314000001, 206.25, 1412.2916678299998, 171.625, 1331.8749990300003, 645.2500034299997, 341.0416667999999, 1902.7083341999999, 233.08333300000004]"
Mendelssohn,A Midsummer Nights Dream Op61 10 Funeral March C minor.mid,"[79.25, 0, 11.0, 15.0, 31.0, 2.875, 1.5, 58.25, 2.5, 1.5, 6.5, 0]"
Mendelssohn,A Midsummer Nights Dream Op61 11 Bergamask B major.mid,"[0, 212.9166672400001, 0, 292.0000013200002, 170.00000022000003, 0, 543.2083342800001, 47.0, 116.00000082000014, 0, 112.0833344200002, 531.5416694870004]"
Mendelssohn,Andante and Rondo Capriccioso Op14 E minor.mid,"[92.08333333999997, 85.20833348999999, 101.62500020000016, 104.04166651000057, 302.08333272000016, 26.124999799999998, 167.87499915000072, 174.9166664000004, 137.37499914700027, 163.12499996999998, 74.04166636000028, 353.08333329700037]"
Mendelssohn,"Elijah oratorio Op70 Aria ""O Rest in the Lord"" Eb major.mid","[44.125, 9.875, 44.58333333, 119.37499995900001, 4.5, 36.45833333, 10.375, 67.70833333, 38.08333333, 17.5, 91.79166663000001, 2.5]"
Mendelssohn,A Midsummer Nights Dream Op61 8 The Removal of the Spells E major.mid,"[13.5, 87.75, 2.5, 29.041666669999998, 371.41666667, 2, 64.25, 47.5, 111.66666667, 143.66666666999998, 0, 270.0]"
Mendelssohn,Allegro Brilliant Op92 Piano Four Hands A major.mid,"[264.75, 510.75, 513.0, 246.75, 873.75, 115.875, 550.75, 160.125, 458.125, 730.125, 139.75, 791.0]"
Mendelssohn,Fantasy in F# minor Op28 iii F# minor.mid,"[96.375, 849.6249940000007, 336.75, 152.0, 299.125, 201.5, 637.2083320000002, 81.125, 584.2916679999998, 428.25, 85.875, 507.875]"
Mendelssohn,A Midsummer Nights Dream Op61 12 Wedding March reprise C major.mid,"[140.66666671999997, 1.8333333399999958, 36.000000009999994, 15.916666663, 125.04166667999999, 63.458333339999996, 47.416666663, 184.66666668999994, 0, 59.41666667, 0, 72.83333335299999]"
Mendelssohn,Piano Trio No2 Op66 i C minor.mid,"[1029.7916597000008, 222.79166300000043, 585.5416615000001, 573.1249977000002, 186.0833300000004, 592.2083240000011, 288.958333, 961.708326000001, 557.2499900000016, 251.54166390000046, 505.7083309000004, 285.91666609999993]"
Mendelssohn,Songs without Words Op30 No2 Bb minor.mid,"[56.125, 97.375, 32.625, 51.75, 15.75, 168.625, 41.5, 14.625, 37.75, 32.0, 132.375, 4.75]"
Mendelssohn,Six Pieces for Children Op72 No3 G major.mid,"[23.625, 4.375, 64.29166665999999, 1.875, 26.541666659999997, 2.0, 22.33333333, 39.291666667, 4.2083333299999985, 28.41666666, 0.5, 30.458333337]"
Mendelssohn,"Songs without Words ""Canzonetta"" A minor.mid","[49.25, 39.25, 72.5, 14.0, 198.75, 22.75, 71.25, 23.0, 42.5, 170.25, 9.5, 107.75]"
Mendelssohn,Songs without Words Op67 No4 C major.mid,"[95.625, 5.125, 58.75, 32.0, 72.625, 56.125, 42.375, 97.625, 25.625, 65.5, 12.5, 60.75]"
Mendelssohn,Songs without Words Op62 No4 G major.mid,"[65.0, 11.0, 218.5, 0, 60.5, 4.5, 32.0, 183.75, 2.5, 57.75, 1.0, 112.0]"
Mendelssohn,Songs without Words Op19b No2 A minor.mid,"[69.125, 1.5, 48.5, 6.375, 104.625, 39.25, 7.25, 18.625, 36.75, 102.125, 7.25, 74.0]"
Mendelssohn,Songs without Words Op38 No2 C minor.mid,"[93.0, 21.0, 47.25, 85.75, 1.0, 64.25, 5.75, 110.75, 55.25, 4.5, 40.0, 27.375]"
Mendelssohn,Symphony No5 Op107 i (intro only) D major.mid,"[49.25, 35.75, 170.75, 2, 130.875, 31.25, 54.75, 82.75, 14.0, 171.375, 7.5, 72.0]"
Mendelssohn,Songs without Words Op53 No2 Eb major.mid,"[56.83333374700007, 27.166667000000004, 38.833333447000015, 198.79166783400015, 5.833333399999987, 122.25000034699997, 24.12500024000002, 96.16666715000008, 101.33333393400005, 19.16666671, 162.45833454400014, 24.50000013]"
Mendelssohn,Symphony No4 Op90 iii A major.mid,"[26.5, 391.7916667999998, 403.0, 147.7083333, 837.9583332, 44.25, 379.45833336999993, 37.12499989999998, 337.16666674699997, 722.7916668399997, 25.125, 590.4583332369999]"
Mendelssohn,Six Pieces for Children Op72 No5 G minor.mid,"[81.54166622999992, 6.5, 131.33333299999993, 76.12499962999992, 5.0, 30.5, 26.20833319999997, 200.49999955999994, 15.5, 50.624999729999956, 86.4999995299999, 3.3333333000000067]"
Mendelssohn,Songs without Words Op38 No6 Ab major.mid,"[76.08333288300007, 51.083332945999906, 15.999999519999989, 91.79166673999994, 14.749999999999964, 49.874999394000014, 5.083333332999971, 47.24999965600009, 132.12499962600006, 2.9999999700000046, 57.62499980300007, 5.708333320000008]"
Mendelssohn,String Quartet Op12 i Eb major.mid,"[507.08333339999996, 77.95833333, 386.66666669999995, 633.4583333200001, 168.75, 419.4583334, 118.0, 519.0416667, 321.9166667, 246.4166667, 601.3750000599999, 87.25]"
Mendelssohn,Three Preludes and Fugues Op37 Prelude D minor.mid,"[204.87499979999996, 110.08333329999999, 397.7500000999999, 37.83333329999999, 274.4166666999997, 279.0, 58.29166680000003, 225.91666639999994, 62.166666699999894, 393.95833249999987, 161.49999989999998, 113.83333299999993]"
Mendelssohn,Six Pieces for Children Op72 No4 D major.mid,"[11.875, 30.66666665000001, 121.33333331000001, 2.25, 42.583333219999986, 2.3333332299999796, 61.62499998000001, 44.874999889999984, 7.70833322999998, 115.45833343, 8.125, 37.541666660000004]"
Mendelssohn,Songs without Words Op67 No3 Bb major.mid,"[36.49999992600002, 15.999999980000013, 51.99999991200005, 24.0, 11.666666660000004, 91.58333326200004, 2.5, 49.41666659000002, 3.583333330000002, 47.666666603, 88.08333326200002, 2.8333333200000084]"
Mendelssohn,Songs without Words Op85 No6 Bb major.mid,"[33.5, 8.25, 53.125, 38.875, 22.0, 91.125, 7.75, 52.625, 1.375, 49.375, 68.125, 6.25]"
Mendelssohn,Songs without Words Op38 No5 A minor.mid,"[141.625, 11.125, 98.375, 39.625, 278.125, 68.875, 33.875, 71.375, 44.5, 192.25, 19.25, 147.25]"
Mendelssohn,Three Preludes and Fugues Op37 Fugue D minor.mid,"[98.25, 34.125, 152.0, 27.625, 109.375, 122.125, 21.375, 122.75, 25.0, 155.125, 85.25, 49.25]"
Mendelssohn,String Quartet Op12 iii Bb major.mid,"[93.50000008, 7.0833332999999925, 75.66666666, 66.125, 25.375, 112.125, 4.0, 95.20833333, 9.0, 47.958333339999996, 134.37499996, 8.333333330000002]"
Mendelssohn,Six Pieces for Children Op72 No6 F major.mid,"[63.12499983000002, 0.75, 26.41666663000001, 4.333333300000007, 27.333333330000002, 42.70833323000002, 3.0, 40.416666660000004, 3.5833333000000067, 38.083333130000014, 27.583333330000002, 9.25]"
Liszt,Consolation 6 S172 VI E Major.mid,"[65.833333333, 44.08333333, 18.874999933000012, 72.87499997, 137.37499993, 40.5, 54.41666669999998, 42.458333303, 130.24999999, 46.541666660000004, 22.29166663299999, 94.916666663]"
Liszt,Paganini Etude 1 S141 I G Minor.mid,"[55.91666638999989, 18.000000010000015, 105.9999998479999, 54.750000033999925, 30.166666699999986, 37.416666769999985, 35.16666683299998, 114.49999993999991, 10.166666599999985, 47.16666660999994, 65.41666657999997, 34.08333336999998]"
Liszt,Diabelli Waltz S147 C Minor.mid,"[40.75, 18.0, 31.75, 15.0, 10.25, 24.0, 5.5, 29.25, 25.5, 4.0, 34.75, 18.75]"
Liszt,Consolation 4 S172 IV Db Major.mid,"[21.0, 131.04166666999998, 14.75, 35.375, 20.875, 75.75, 54.125, 15.0, 91.999999997, 32.0, 52.75, 24.0]"
Liszt,Die Rose S556 G Major.mid,"[58.79166669999999, 18.041666469999953, 134.62499973999994, 54.4166666, 29.75, 21.041666499999963, 56.20833329999999, 146.66666650000002, 7.75, 66.49999979999994, 57.666666599999985, 61.25]"
Liszt,Chimes S186 G Major.mid,"[15.5, 68.124999, 140.04166659999999, 10.25, 112.87500016000001, 5.0, 185.62499952000002, 39.166670900000724, 77.6666664, 177.20833111999963, 0, 167.04166629999963]"
Liszt,Der Muller und der Bach S565 G Minor.mid,"[41.166666680000006, 15.749999960000004, 167.75000002800004, 16.00000005999999, 27.416666700000007, 14.500000129999972, 44.66666702999994, 136.95833386799995, 8.666666700000007, 61.29166692999999, 29.41666664, 38.54166667]"
Liszt,Au Bord S160 IV G# Major.mid,"[84.625, 89.375, 46.125, 202.75, 59.125, 106.25, 38.125, 55.75, 235.875, 17.0, 122.625, 56.375]"
Liszt,Il Lamento S144 I Ab Major.mid,"[259.58333337000056, 291.08333291, 191.54166490000006, 430.45833454300123, 161.79166626000054, 251.9999980400002, 178.83333304000004, 227.25000003000042, 379.49999992999966, 105.37499960999968, 235.25000006700014, 213.0833339700003]"
Liszt,Provencal Christmas S186 D Minor.mid,"[9.25, 46.75, 108.45833340000001, 4.5, 37.0, 0.5, 148.95833340000001, 51.62499998000001, 0, 42.875, 33.625, 121.70833321999999]"
Liszt,Rhapsodie Espagnole S254 A Major.mid,"[245.1666672700003, 495.0416658800003, 523.0000102699989, 324.12500040000015, 527.8333319100007, 256.0416647300002, 509.6666610800007, 291.2499990100006, 435.8333334400004, 769.0416671470005, 227.91666467000033, 393.2083329400002]"
Liszt,Du bist die Ruh (Liszt) S558 Eb Major.mid,"[57.625, 17.5, 38.70833329999999, 164.5, 0, 43.08333332, 29.0, 78.54166666, 44.666666619999994, 16.375, 117.75, 20.5]"
Liszt,Rhapsody 1 S244 I F Minor.mid,"[986.5833329000009, 262.7499997300005, 549.3333326000007, 159.95833234000153, 579.4999993000012, 838.6666655400018, 192.87500010000002, 463.95833180000204, 275.49999981000036, 941.5416660000012, 324.12499910000116, 262.91666667000004]"
Liszt,Chasse-Neige S139 XII Bb Minor.mid,"[152.33333301999997, 208.79166628999997, 28.083333099999933, 164.12500003000002, 118.37499979999998, 221.99999953299994, 174.70833322999994, 56.333333299999964, 117.33333325999999, 144.8333333, 217.08333339, 75.45833336]"
Liszt,Christus S3 Shepherds Song G major.mid,"[46.625, 14.125, 134.5, 6.0, 64.375, 9.75, 76.375, 128.375, 1.0, 107.0, 3.75, 83.375]"
Liszt,Concerto no 1 S124 III Eb minor.mid,"[85.91666665999999, 112.66666691000006, 139.66666729700012, 155.33333336999993, 47.91666632999993, 171.16666631999993, 184.62499992999997, 58.58333360000006, 126.70833365700005, 137.99999921999978, 305.00000002999997, 118.20833344000003]"
Liszt,Lighting the Tree S186 F Major.mid,"[123.83333340000001, 28.5, 180.2916667, 45.75, 81.875, 182.5416667, 90.0, 149.125, 17.5, 198.29166659999999, 172.4166667, 12.5]"
Liszt,Rhapsody 2 S244 II C# Minor.mid,"[124.75, 783.0416668, 79.25, 186.45833344000002, 180.00000003000002, 219.625, 393.95833333999997, 31.458333299999993, 459.12500007, 157.2083333, 193.1666667, 186.45833334]"
Liszt,Der Jager Die bose Farbe S565 C Minor.mid,"[181.79166719000008, 1.5, 102.95833302999996, 126.00000003, 34.75000027000006, 74.58333319999996, 9.666666700000007, 219.95833275999988, 75.49999982999998, 16.541666599999985, 46.75000017000005, 52.62500004000003]"
Liszt,Concerto no 1 S124 I Eb major.mid,"[148.99999994999993, 107.16666651000013, 127.95833300100007, 183.0833332990003, 132.54166652999982, 117.49999991000001, 92.25000040000009, 152.20833259000005, 192.33333248999998, 64.87500010000008, 176.62499979000006, 145.83333238000012]"
Liszt,Die Forelle (Liszt) S563 Db Major.mid,"[55.33333338000001, 157.79166720800015, 6.249999985999999, 61.333333610000025, 3.2083333000000067, 105.83333341400001, 67.66666650099995, 11.499999830000036, 160.54166689200002, 12.708333295, 45.08333337999999, 1.625]"
Liszt,Dante S161 VII D Minor-F# Major.mid,"[418.12499696000043, 578.1666698999993, 845.291659500001, 609.9999999040001, 411.70832560000065, 591.0833362999995, 702.9999959300004, 492.8333261000008, 583.6666595300009, 786.4999973330004, 588.7083281300004, 560.999990400001]"
Liszt,Consolation 3 S172 III Db Major.mid,"[48.583332730000166, 187.4166669880003, 14.75000025000007, 16.083333249999992, 41.99999906999987, 157.66666738400025, 30.666667130000064, 11.000000569999912, 76.37500042199972, 44.666666799999916, 44.1666663999999, 8.25000006000002]"
Liszt,Liebestraume 3 S541 III Ab Major.mid,"[138.87499985999997, 94.08333307999996, 28.500000170000035, 143.58333306999995, 92.16666655999997, 86.74999975999995, 36.374999799999955, 70.33333292999995, 196.95833342600002, 34.74999991999998, 80.95833270999992, 43.58333325999999]"
Liszt,Paganini Etude 5 S141 V E Major.mid,"[46.12500010000002, 4.25, 35.54166670000001, 16.5, 162.5833333, 32.74999989999998, 66.125, 54.916666599999985, 91.08333329999999, 68.125, 6.0, 141.37500010000002]"
Liszt,Adeste Fideles S186 A Major.mid,"[13.625, 423.58333380000005, 80.875, 37.87499959999997, 394.74999979999996, 18, 259.5416672000001, 0, 200.58333279999988, 320.375, 10, 170.08333360000006]"
Liszt,Polonaise S223 E Major.mid,"[177.79166630999998, 117.2916668699998, 100.16666642000007, 220.16666692999954, 316.45833349000054, 138.2916669999995, 153.3333331900003, 112.458333636, 196.49999989999995, 240.66666679999952, 83.2916668599999, 288.16666759999964]"
Liszt,Liebestraume 1 S541 I Ab Major.mid,"[166.58333267300054, 139.29166613000018, 35.49999984000003, 268.79166669700004, 69.74999936000043, 70.62499980000013, 107.41666625999999, 53.1666665700002, 176.24999979300003, 81.54166659999993, 110.74999993000003, 94.58333317000002]"
Liszt,Die Gestirne S562 F Major.mid,"[403.58333030999944, 164.33333179999966, 91.70833222999987, 74.16666625999991, 143.5833309999996, 381.0833289699995, 20.41666639999994, 133.4166640299997, 119.16666542999984, 187.54166414999963, 184.16666459999965, 47.41666631999995]"
Liszt,Concerto no 1 S124 IV Eb major.mid,"[106.91666667000001, 80.16666643999997, 102.29166687000004, 265.62499914999984, 60.750000159999985, 110.33333290399989, 119.00000041000004, 218.95833268999985, 86.79166631999999, 66.91666639999994, 215.37500019600003, 109.4999993469999]"
Liszt,Canzone S162 II Eb Minor.mid,"[6.208333229999994, 37.458333400000015, 56.58333329999999, 80.70833330999999, 5.541666599999985, 58.41666674000001, 68.91666665700001, 5.7083332999999925, 46.04166674000001, 33.500000000000014, 131.04166649999996, 54.99999996999999]"
Liszt,Cantique S173 X E Major.mid,"[61.291666740000025, 81.50000033, 26.583333400000015, 185.79166633000023, 237.54166701000008, 38.33333350000004, 121.9583337300002, 95.83333337000006, 229.74999979999996, 135.20833330000022, 80.16666670000002, 267.9583333100003]"
Liszt,Consolation 1 S172 I E Major.mid,"[5.5, 26.0, 8.0, 15.0, 61.16666669999999, 0, 22.0, 11.5, 45.25, 23.0, 8.0, 127.4166667]"
Liszt,Nuages Gris S199 G Minor.mid,"[14.625, 34.0, 37.875, 40.29166670000001, 18.875, 16.625, 55.2083334, 59.25000010000002, 10.625, 53.12500010000001, 117.91666670000001, 27.541666700000007]"
Liszt,Ave Maria d'Arcadelt S183 F Major.mid,"[356.75, 8, 141.5, 0, 104.5, 363.25, 0, 142.25, 0, 248.0, 76.0, 8]"
Liszt,Auf dem Wasser zu Singen S558 Ab Minor.mid,"[122.0, 142.0, 5.5, 422.5, 61.125, 22.75, 102.25, 75.08333333, 240.25, 17.0, 90.0, 124.91666652999997]"
Liszt,Obermann S160 VI G Major.mid,"[298.29166298300044, 235.08332977000038, 175.12500009299993, 348.91666785999973, 413.9583371329992, 193.2499982000005, 268.70833432999973, 278.79166370600046, 314.29166636000093, 287.7083346, 199.0416658430004, 443.374991630001]"
Liszt,Preaching to Birds S175 II A Major.mid,"[120.08333350000004, 179.91666650000002, 147.91666677, 110.45833323999992, 159.74999988, 130.6250004000001, 241.91666676999995, 56.416666750000005, 175.29166674, 179.9999998799999, 128.62499985999997, 93.49999995]"
Liszt,Old Christmas Song S186 F Major.mid,"[296.4166670100001, 0, 121.2916667, 0, 98.66666667999999, 321.25000007, 0, 156.9166667, 0, 268.41666687000003, 121.4166667, 2]"
Liszt,Paganini Etude 4 S141 IV E Major.mid,"[16.041666690000014, 13.250000009999983, 10.625000009999994, 15.20833329000001, 47.54166669099993, 5.250000009999994, 16.54166670300001, 14.250000069999999, 25.75000000299997, 18.124999969999976, 10.416666669999998, 39.25000007300004]"
Liszt,La Cloches Sonne S248 C minor.mid,"[44.75, 1.5, 9.25, 13.0, 0, 14.75, 0.5, 57.25, 15.25, 0, 22.5, 3.0]"
Liszt,Paganini Etude 3 S141 III Ab Minor.mid,"[14.875000199999931, 86.37499983000023, 31.08333370000007, 354.7083330099997, 63.79166670000029, 24.083333370000133, 79.49999962999986, 52.04166654000005, 167.4166671899996, 31.333333499999867, 95.79166651999984, 120.95833339000022]"
Liszt,Choir from Mephistopheles S108 C major.mid,"[617.2916667, 259.58333400000015, 88.25000020000004, 229.20833309999995, 566.8749997, 152.375, 136.74999979999996, 722.3749993999986, 182.25, 110.875, 283.41666740000016, 246.83333360000006]"
Liszt,Paysage S139 III F Major.mid,"[151.37500001700005, 66.74999969999995, 103.6249995629999, 49.08333336999999, 60.999999829999965, 386.4999992399998, 30.1666666, 71.999999893, 40.58333349999998, 175.87499979999996, 97.16666646399997, 40.75000004]"
Liszt,Mephisto 3 S216 C# Major.mid,"[140.70832710000076, 581.5416607030011, 136.79166170000065, 612.4999992230008, 204.49999710000066, 471.1666633270009, 375.208326100001, 156.58333250000055, 394.3749998999997, 206.70833103000052, 527.0000102369986, 388.66666919999966]"
Liszt,Pastorale S160 III E Major.mid,"[0, 44.0, 4.0, 36.0, 228.25, 0, 73.20833333, 0, 53.75, 51.25, 3.75, 214.75]"
Liszt,Concerto no 1 S124 II Cb major.mid,"[17.20833319999997, 82.58333338, 22.958333500000037, 63.833333460000034, 84.87499964999995, 30.583333400000015, 39.62499995999999, 103.49999949999986, 80.66666659000002, 37.70833343000001, 38.916666666, 109.95833311799997]"
Liszt,Allegro Agitato Molto S139 X F Minor.mid,"[138.5833339930002, 128.4166653199997, 53.916666830000025, 94.50000002999998, 59.99999992, 180.95833312999997, 49.08333325000001, 69.20833298999987, 119.87499971999998, 43.166667340000146, 102.12499892999976, 85.00000113300025]"
Liszt,Ab Irato S143 E Minor.mid,"[122.37499989999998, 54.58333329999999, 92.70833319999997, 89.20833340000001, 165.7916667, 34.20833329999999, 147.5416667, 113.04166645999997, 93.66666670000001, 86.95833329999999, 56.125, 186.45833322999997]"
Liszt,Preludio S139 I C Major.mid,"[77.20833335299999, 13.125000000000007, 32.45833332, 4.166666679999992, 56.916666656000004, 61.708333330000016, 5.333333339999996, 74.249999999, 13.916666680000002, 50.20833332000001, 12.416666663, 28.87499999]"
Liszt,Les Jeux S162b F# Major.mid,"[118.04166650000025, 512.0000000559999, 103.54166649999996, 302.58333330300013, 81.04166689999965, 307.83333359800054, 480.3749996620001, 87.1249998000003, 316.9166665560003, 147.5416666999999, 362.5833332259999, 234.33333312600038]"
Liszt,Molto Vivace S139 II A Minor.mid,"[61.87499983999993, 11.583333279999962, 76.54166643399994, 23.041666516999953, 127.62499977599994, 57.749999933000026, 17.916666539999966, 11.124999999999986, 37.04166649999998, 110.45833310999988, 40.45833303699996, 61.91666617999992]"
Liszt,Consolation 2 S172 II E Major.mid,"[65.125, 60.95833349000003, 28.875, 110.58333366000006, 128.125, 6.125, 113.41666700000007, 64.95833340000001, 108.45833343000001, 45.791666629999995, 35.33333329999999, 147.41666697000005]"
Liszt,Les Preludes S97 C major.mid,"[953.708320270002, 520.6249974100004, 669.3333319599997, 455.3333320800002, 1006.3333255200013, 770.7499963800009, 444.25000014000034, 866.7083259000016, 554.8333263200009, 806.7916608800006, 495.791661520002, 875.9166635600009]"
Liszt,O Holy Night S186 F Major.mid,"[250.375, 15, 234.66666679999992, 0, 153.375, 296.2500000999999, 15.375, 59.375, 0, 271.7083334, 141.33333349999987, 0]"
Liszt,Paganini Etude 6 S141 VI A Minor.mid,"[168.95833309999992, 37.29166676000003, 112.41666664999998, 29.375, 302.99999975, 115.74999969999993, 12.999999799999955, 66.75000010000002, 93.75000012000001, 274.33333333, 16.749999899999978, 129.20833298999992]"
Liszt,Csardas Macabre S224 Undeterminable.mid,"[329.95833319999997, 413.9166666, 202.95833300000038, 164.87499960000025, 324.7499998000002, 450.4999997, 247.6249998000003, 272.1249998000002, 202.33333320000008, 428.58333300000015, 305.4583331000001, 208.25]"
Liszt,Symphonic Poem 1 S95 Andante Religioso G major.mid,"[42.0, 9.5, 93.0, 6.75, 60.25, 23.75, 56.375, 80.45833333, 0, 35.75, 27.625, 59.33333333]"
Liszt,Tarantella S162 III G Minor.mid,"[237.99999836000023, 125.62499966000009, 326.62500025999975, 257.08333187700066, 111.95833077000016, 178.4166662800002, 119.87500080400024, 339.9583343899999, 221.29166377000064, 170.33333285999987, 305.99999806700043, 147.625000263]"
Liszt,Gondoliera S162 I A Major.mid,"[23.25, 316.3749995829999, 27.375, 116.49999992999999, 13.000000040000009, 86.66666633999992, 267.66666631999993, 2.458333400000015, 90.16666667000001, 28.37500002300001, 250.7499998799998, 90.95833329999999]"
Liszt,Walking on Waves S175 I G# Minor.mid,"[81.29166612999977, 268.62500006000033, 94.20833325999988, 219.99999965999993, 319.99999946000054, 84.79166730000014, 272.04166708999946, 137.5416666300004, 275.04166743000013, 263.29166581999993, 166.41666692999968, 337.3333331200007]"
Liszt,Rhapsody 13 S244 XIII A Minor.mid,"[186.41666638, 205.33333150000064, 271.4166687000001, 107.7916660300002, 637.2499972000007, 214.91666483000006, 140.12499983999996, 83.79166490000016, 182.0833344400002, 563.1249968600004, 164.91666759999998, 319.83333695999943]"
Liszt,Glanes of Woronince Ukranian Balade S249 B minor.mid,"[6.7083332999999925, 80.91666670000001, 190.6249994399999, 19.624999899999978, 55.66666649999996, 7.833333400000015, 375.9999992069998, 79.41666670000001, 9.333333370000005, 135.70833320999998, 59.20833309999995, 225.54166643699995]"
Liszt,Symphonic Poem 1 S95 Eb major.mid,"[318.7083326000002, 800.0000007999993, 436.41666859999896, 721.1666639000005, 422.95833469999985, 530.9166677000003, 711.6666666000001, 586.3750022999998, 440.1250003, 358.6249990000001, 938.7916684, 934.3333352]"
Liszt,Sposalizio S161 I E Major.mid,"[46.04166670000001, 159.79166674, 87.66666683000004, 95.91666688000004, 139.9166667, 58.874999769999945, 136.79166650399998, 90.99999972999994, 189.08333320999995, 112.41666665, 37.5, 195.33333311999993]"
Liszt,Valse Oubliee 2 S215 II C# Major.mid,"[123.49999954999997, 157.83333345, 33.291666599999985, 222.6249998400002, 94.99999997000003, 134.79166605999995, 90.58333320000025, 117.4166667999999, 264.79166676, 54.791666900000024, 133.49999995, 136.16666649999996]"
