Composer, Score, Distribution
Haydn,String Quartet Op50 No2 ii F major.mid,"[128.24999999860006, 6.916666666999987, 54.791666666599994, 8.083333333000013, 40.583333334999935, 112.79166666630002, 3.625, 78.79166666839994, 3.25, 73.25000000269989, 48.5833333307001, 19.75]"
Haydn,Symphony Hob1-20 iii C major.mid,"[341.3333333208331, 3.0, 164.4166666731, 1.6666666659999976, 161.62500000223403, 197.3333333374, 26.74999999929998, 336.62499999313286, 0, 119.4583333339, 74.58333333730002, 71.12500000350002]"
Haydn,String Quartet Op1 No5 ii Eb major.mid,"[46.5, 7.5, 75.583333332, 146.25, 12.0, 86.5, 2.25, 92.25, 84.75, 38.333333332000024, 196.0, 6.0]"
Haydn,String Quartet Op55 No2 i F major.mid,"[331.250000005, 105.95833333400003, 78.625, 44.45833332999999, 110.99999999799999, 322.416666665, 52.208333334, 182.16666666900002, 107.08333333000004, 127.958333334, 193.95833332999996, 47.125]"
Haydn,String Quartet Op50 No4 iii F# major.mid,"[54.2499999993, 239.99999998752997, 79.83333333059997, 58.916666666, 36.16666666399988, 122.41666666260002, 270.9583333278998, 14.91666666599997, 135.91666665649984, 117.37499999459988, 107.24999999759999, 145.54166666259988]"
Haydn,String Quartet Op50 No3 ii Bb major.mid,"[101.125, 35.5, 82.50000000200009, 98.58333333720024, 20.04166666800006, 212.1250000050003, 23.95833333400003, 67.9583333289998, 26.875, 68.45833333600012, 187.75000000300014, 7.375]"
Haydn,String Quartet Op76 No4 (Arrangement) i Bb major.mid,"[471.625, 90.25, 412.125, 284.0, 163.875, 676.5, 93.5, 273.0, 115.75, 383.5, 531.375, 65.0]"
Haydn,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,"[37.0, 77.75, 208.75, 6.0, 124.0, 52.5, 74.0, 133.0, 10.0, 222.5, 49.0, 49.0]"
Haydn,String Quartet Op50 No1 i Bb major.mid,"[295.33333334509933, 45.16666666699996, 258.6249999954003, 221.29166666700004, 65.66666667000001, 339.2499999995001, 41.45833333599984, 218.1666666648006, 63.91666666600008, 224.12500000690017, 459.6249999977002, 19.0000000002999]"
Haydn,Symphony Hob1-20 iv C major.mid,"[261.87499999589994, 4.5, 202.66666666600003, 63.375, 170.49999999799994, 101.99999999799999, 47.58333333259996, 270.5416666651999, 48.62499999830004, 89.99999999889995, 28.208333332000052, 137.9166666649]"
Haydn,String Quartet Op64 No6 i Eb major.mid,"[186.00000000439988, 60.25, 202.25000000179998, 321.7916666660001, 39.875000001700016, 263.45833333749977, 57.66666666600008, 239.2083333378, 134.91666666699996, 96.83333333190006, 388.24999999889997, 44.333333334]"
Haydn,String Quartet Op74 No3 i G minor.mid,"[209.16666667689984, 32.6250000000001, 317.6249999949005, 187.83333334079896, 42.3333333388, 130.5416666635001, 99.79166667379937, 235.91666664790097, 70.83333333529946, 136.12499999510084, 177.37499999290011, 74.50000000500003]"
Haydn,String Quartet Op50 No2 iii C major.mid,"[228.95833332599966, 56.25, 149.08333332829994, 10.66666666599997, 176.70833332799975, 152.62499999599981, 22.416666662600083, 326.291666663, 36.0, 133.1666666581999, 50.04166666599997, 110.91666666460006]"
Haydn,String Quartet Op74 No3 ii E major.mid,"[41.875, 46.875, 27.875, 75.25, 157.625, 23.75, 88.20833333300001, 65.25, 79.375, 82.70833333300001, 27.75, 158.875]"
Haydn,String Quartet Op50 No3 iv Eb major.mid,"[137.5, 28.75, 147.875, 218.875, 19.5, 216.70833333369998, 30.125, 141.625, 138.75, 57.375, 231.375, 37.5]"
Haydn,String Quartet Op50 No3 i Eb major.mid,"[137.7500000007, 19.458333332600024, 113.04166666532997, 220.45833333163, 30.375, 193.83333333299998, 13.25, 140.79166666490002, 72.5, 63.0, 242.29166666499, 20.875]"
Haydn,String Quartet Op1 No6 iii G major.mid,"[57.041666665970055, 14.916666666699996, 163.16666666567005, 1.5, 51.62500000059997, 2.916666667000001, 54.9583333332, 119.45833333409999, 2.75, 96.41666666530006, 3.0, 83.49999999940002]"
Haydn,String Quartet Op50 No2 i C major.mid,"[458.0416666510012, 75.58333332363019, 445.9999999910009, 84.12499999400026, 281.29166664963066, 236.9999999736304, 121.99999999600044, 585.7499999772315, 80.66666665900038, 249.08333332463087, 97.49999999160042, 283.9583333200005]"
Haydn,Symphony Hob1-22 iv Eb major.mid,"[147.25, 83.83333333230004, 169.625, 571.4999999986001, 18.0, 283.7499999989001, 46.5, 272.2499999969001, 230.875, 54.5, 434.4999999966, 43.5]"
Haydn,Symphony Hob1-20 ii G major.mid,"[148.83333333399997, 77.25, 551.6666666663, 12.0, 118.75, 24.75, 189.5, 346.8333333337, 8.0, 273.25, 0, 176.08333333230004]"
Haydn,String Quartet Op33 No2 iv C major.mid,"[260.0, 12.0, 125.375, 26.25, 203.75, 102.5, 38.0, 274.375, 21.25, 98.5, 31.5, 117.0]"
Haydn,String Quartet Op64 No5 ii A major.mid,"[44.375, 57.791666666000026, 98.25, 20.875, 181.583333333, 38.0, 56.25, 26.125, 76.5833333333, 163.33333333399997, 9.25, 109.29166666699999]"
Haydn,String Quartet Op76 No4 (Arrangement) ii Eb major.mid,"[63.250000000300005, 15.208333332999999, 65.6666666667, 118.66666666660001, 11.375, 98.875, 14.458333333300004, 76.58333333339999, 89.0, 17.5, 145.75, 24.16666666670001]"
Haydn,Symphony Hob1-13 ii G major.mid,"[74.75, 19.75, 200.0833333334, 15.083333333999988, 83.0, 5.25, 84.25, 176.8750000004, 1.5, 111.25, 0.75, 98.33333333399999]"
Haydn,String Quartet Op50 No2 iv C major.mid,"[256.54166666699996, 19.125, 207.25, 26.25, 200.62499999999994, 149.45833333300004, 65.125, 309.0, 18.125, 155.5, 28.25, 174.0]"
Haydn,Symphony Hob1-20 i C major.mid,"[534.4166666629301, 28.75, 475.2499999980001, 39.25, 353.29166666533007, 222.58333333200005, 89.25, 727.7499999986001, 30.0, 283.66666666490005, 37.0, 273.0]"
Haydn,String Quartet Op64 No6 iv Eb major.mid,"[142.125, 20.5, 120.5, 245.625, 18.5, 153.875, 22.375, 170.0, 150.875, 36.625, 248.5, 34.75]"
Haydn,String Quartet Op1 No5 iii Bb major.mid,"[141.8333333326, 0, 152.5, 127.37499999799991, 21.416666666299996, 264.2499999997, 1.5, 113.91666666399996, 17.25, 89.375, 351.33333333260003, 20.75]"
Haydn,String Quartet Op3 No5 iii F major.mid,"[155.5, 0, 16.5, 0, 41.0, 113.5, 0, 80.5, 0, 62.5, 19.0, 12.5]"
Haydn,String Quartet Op1 No4 iv G major.mid,"[151.16666666460003, 8.0, 328.87500000129995, 49.16666666400002, 44.5, 26.166666667999948, 113.70833333400003, 268.79166666386, 0, 148.75, 94.83333333200005, 138.875]"
Haydn,String Quartet Op76 No4 (Arrangement) iv Bb major.mid,"[359.25, 85.5, 306.625, 353.125, 66.75, 492.5, 73.5, 242.875, 73.5, 197.25, 364.625, 15.0]"
Haydn,String Quartet Op64 No5 iv D major.mid,"[27.5, 79.25, 207.0, 8.0, 109.625, 36.625, 87.0, 109.25, 15.5, 171.25, 23.0, 63.5]"
Haydn,Symphony Hob1-13 iii D major.mid,"[52.5, 108.5, 694.0, 13.5, 266.6666666646002, 3.0, 313.0, 256.4999999997, 50.0, 689.166666666, 15.25, 125.5]"
Haydn,String Quartet Op64 No5 Hob3-63 i D major.mid,"[53.20833333400009, 164.70833332700008, 337.24999999700043, 27.125, 262.54166666100025, 46.58333333300004, 242.79166667000047, 215.4166666680003, 70.87499999900004, 359.12499999900035, 31.791666666000083, 196.54166667100037]"
Haydn,String Quartet Op64 No5 i D major.mid,"[66.91666666799983, 232.91666666200067, 468.54166666300046, 39.375, 394.8333333280008, 61.33333333300004, 345.91666667099935, 274.9166666689997, 104.87500000199992, 507.7083333329999, 38.499999999000124, 262.0416666699996]"
Haydn,String Quartet Op1 No6 iv C major.mid,"[275.83333332640007, 48.0, 152.83333333199994, 98.08333333600012, 105.0, 155.91666666259994, 39.25, 313.16666667200013, 41.66666666399993, 77.74999999440007, 69.58333333600001, 109.58333334519982]"
Haydn,String Quartet Op1 No5 i Bb major.mid,"[250.75, 0, 271.25, 157.0, 76.25, 369.5, 26.25, 190.75, 21.25, 215.75, 367.25, 6.0]"
Haydn,String Quartet Op1 No6 v C major.mid,"[196.9166666674, 0, 99.83333333200001, 19.75, 108.50000000000001, 57.00000000079996, 21.25, 225.99999999866006, 6.5, 32.5833333326, 1.5, 78.0]"
Haydn,String Quartet Op50 No4 iv F# minor.mid,"[30.875, 116.25, 50.875, 27.875, 46.5, 42.25, 101.5, 13.916666666700003, 83.41666666699999, 90.2083333333, 5.875, 76.04166666699999]"
Haydn,String Quartet Op50 No1 iv Bb major.mid,"[256.70833333200005, 43.375, 178.75, 141.99999999900007, 73.54166666630002, 310.624999998, 27.375, 157.95833333299998, 43.75, 152.49999999900012, 302.375, 36.875]"
Haydn,String Quartet Op50 No1 iii Bb major.mid,"[121.79166665999989, 20.0, 157.95833332999996, 122.8749999897999, 29.999999998999996, 234.4999999888298, 26.375, 109.54166666059987, 26.83333333199994, 115.20833332899997, 241.54166665782984, 15.24999999959999]"
Haydn,Symphony Hob1-88 iii G major.mid,"[175.125, 51.375, 715.75, 111.75, 137.5, 69.125, 203.875, 502.875, 14.125, 323.75, 88.5, 227.875]"
Haydn,Symphony Hob1-76 iv Eb major.mid,"[287.8333333213993, 49.83333332800066, 435.6249999809992, 818.7499999406025, 55.08333332500035, 459.04166666680015, 57.99999999800025, 481.1250000020004, 222.62499999903014, 151.04166666600025, 876.8333333260013, 82.95833333399992]"
Haydn,Symphony Hob1-85 i Bb major.mid,"[507.54166661960136, 71.70833331139934, 529.5416666529997, 299.8749999705991, 123.20833330880082, 657.9583332822048, 63.50000000199992, 354.12500000190107, 150.99999999890062, 245.99999999930083, 623.8749999706031, 37.875]"
Haydn,Symphony Hob1-92 iv G major.mid,"[225.0, 173.5, 945.583333333, 92.125, 265.45833333300004, 59.25, 284.37499999860006, 816.875, 71.20833333300004, 463.625, 104.125, 405.0416666660001]"
Haydn,Symphony Hob1-89 ii C major.mid,"[340.3333333296, 7.166666666000026, 195.2083333306, 71.83333333000013, 161.16666666259997, 146.74999999460005, 39.124999997900005, 404.5416666606001, 34.83333333100009, 94.66666666630002, 34.166666665000065, 110.625]"
Haydn,Symphony Hob1-92 i G major.mid,"[379.49999999400075, 202.58333333100012, 955.5416666586003, 86.4166666650002, 304.4999999983302, 56.24999999530018, 403.8749999977003, 816.4166666596306, 28.375, 636.7916666603, 86.62499999600016, 404.62499999633025]"
Haydn,Symphony Hob1-91 i Eb major.mid,"[600.7916666649999, 267.125, 588.9583333819996, 1296.6249999210002, 97.416666641, 872.2500000400003, 163.291666663, 753.9166666659996, 589.7916666659999, 218.95833326099958, 1418.7083334010001, 177.16666678200014]"
Haydn,Symphony Hob1-95 iv C major.mid,"[1095.125, 41.25, 516.875, 147.625, 708.25, 339.125, 153.25, 880.875, 92.0, 325.0, 47.0, 415.375]"
Haydn,Symphony Hob1-96 i D major.mid,"[58.125, 280.625, 753.5416666657001, 54.5, 456.4166666666, 81.625, 458.625, 315.9166666666, 101.125, 760.5416666663, 80.5, 317.75]"
Haydn,Symphony Hob1-95 i C minor.mid,"[597.2083333410004, 106.333333332, 288.99999998400074, 553.2916666619996, 168.04166667899847, 430.7083333230015, 60.33333333399992, 594.499999993001, 289.9999999923998, 106.16666669199788, 607.4999999919999, 104.54166666600008]"
Haydn,Symphony Hob1-90 i F major.mid,"[1226.916666663, 134.75, 496.25, 211.5, 413.5, 1188.0, 127.5, 912.75, 243.0, 664.916666663, 532.0, 169.75]"
Haydn,Symphony Hob1-93 i D major.mid,"[41.5, 442.624999998, 907.375, 63.25, 808.2916666660001, 41.25, 529.666666667, 388.75, 144.0, 1065.8749999979989, 62.75, 383.79166666599997]"
Haydn,Symphony Hob1-93 iii D major.mid,"[30.75, 237.25, 811.7499999999986, 30.5, 341.125, 90.875, 293.875, 189.0, 84.25, 694.5, 38.5, 141.125]"
Haydn,Symphony Hob1-94 ii C major.mid,"[350.75000001800083, 4.125, 98.83333333700017, 51.75, 160.3333333440005, 94.62500000500023, 17.54166666599997, 310.62500001300066, 25.0, 37.5, 20.375, 82.37500000000003]"
Haydn,Symphony Hob1-91 iv Eb major.mid,"[762.0, 299.75, 638.1666666616001, 1586.3333333293, 141.25, 1086.583333326, 140.0, 1057.416666666, 813.58333331723, 220.25, 1759.75, 108.5]"
Haydn,Symphony Hob1-90 iv C major.mid,"[944.9999999983002, 100.0, 618.25, 79.75, 520.3333333323001, 352.25, 134.75, 772.0, 80.5, 333.4166666660001, 105.5, 286.0]"
Haydn,Symphony Hob1-95 ii Eb major.mid,"[48.958333332600006, 9.291666667399994, 79.9166666663, 173.83333333629997, 4.375, 91.9166666667, 18.375, 84.62499999920001, 77.41666666586002, 14.541666667399994, 235.70833333270002, 15.0]"
Haydn,Symphony Hob1-91 ii Bb major.mid,"[190.54166666999987, 60.083333335999896, 135.3750000029999, 149.66666666999987, 43.833333333999974, 292.291666678, 54.458333333999974, 131.75000000199992, 48.708333333999974, 92.04166667000004, 286.416666668, 14.5]"
Haydn,Symphony Hob1-94 i G major.mid,"[315.1666666501002, 237.29166665860026, 1298.9166666158, 20.125, 405.33333332790033, 131.62499999860017, 425.8333333145006, 959.124999988101, 111.87499999900012, 774.4999999733006, 88.87499999900004, 557.5416666566002]"
Haydn,Symphony Hob1-93 ii G major.mid,"[117.95833332800004, 15.083333334999935, 391.91666667300154, 31.70833333299997, 62.500000000000085, 38.33333333300001, 104.20833334099953, 301.20833333300016, 12.916666665999998, 135.1666666680003, 65.37500000199992, 154.08333334099984]"
Haydn,Symphony Hob1-89 iv F major.mid,"[670.499999999, 37.125, 167.29166666600003, 100.25, 202.75, 613.249999999, 4.5, 346.124999999, 79.625, 286.125, 359.58333333300004, 45.125]"
Haydn,Symphony Hob1-95 iii C minor.mid,"[765.7916666659999, 26.125, 228.375, 409.625, 93.5, 377.125, 30.375, 765.5, 168.25, 73.0, 146.50000000069997, 187.25]"
Haydn,Symphony Hob1-89 i F major.mid,"[1226.916666663, 134.75, 496.25, 211.5, 413.5, 1188.0, 127.5, 912.75, 243.0, 664.916666663, 532.0, 169.75]"
Haydn,Symphony Hob1-76 i Eb major.mid,"[365.74999998450176, 38.24999999300087, 316.41666665450043, 729.6249999856003, 63.12500000099986, 430.6666666595001, 23.25, 481.8749999851209, 239.25000000279988, 99.45833332540002, 841.5000000010401, 39.87499999799995]"
Haydn,Symphony Hob1-88 ii D major.mid,"[28.25, 129.5, 357.16666666599997, 9.75, 220.625, 54.2499999993, 141.16666666600003, 161.5, 38.0, 410.5, 48.25, 73.37499999959999]"
Haydn,Symphony Hob1-85 ii Eb major.mid,"[140.2083333310003, 31.87499999499977, 206.37499999060088, 837.1249999906005, 4.0, 330.6666666620006, 106.25, 377.95833331640114, 286.791666648401, 68.5, 590.9166666314023, 81.16666665999975]"
Haydn,Symphony Hob1-70 iii D major.mid,"[12.75, 109.25, 333.125, 5.5, 288.125, 0, 227.5, 148.875, 6.0, 367.5, 11.5, 109.75]"
Haydn,Symphony Hob1-70 i D major.mid,"[110.5, 449.5, 1096.0, 37.75, 798.75, 0, 776.0, 390.75, 121.75, 981.25, 89.75, 418.25]"
Haydn,Symphony Hob1-88 i G major.mid,"[435.125, 190.875, 1038.625, 105.875, 348.25, 129.625, 406.875, 873.125, 89.25, 726.75, 63.25, 713.3333333320002]"
Haydn,Symphony Hob1-70 ii D minor.mid,"[45.75, 136.0, 377.66666666799995, 0.25, 163.8333333337, 128.375, 96.625, 175.41666666559001, 9.25, 404.4166666666, 102.66666666649995, 24.875]"
Haydn,Symphony Hob1-76 ii Bb major.mid,"[81.33333333260009, 54.16666666699999, 186.6666666689999, 146.16666666490005, 15.625, 226.6666666688999, 66.0, 80.625, 31.50000000029999, 86.70833333300001, 225.83333333100003, 13.291666666000026]"
Haydn,Symphony Hob1-85 iii Bb major.mid,"[259.83333332799987, 0.75, 249.70833332799987, 284.66666666469996, 43.875, 684.0000000007001, 13.0, 170.5000000007, 7.875, 190.95833333199994, 493.45833332759986, 10.5]"
Haydn,Symphony Hob1-90 ii F major.mid,"[322.70833333500013, 84.83333332999997, 78.58333333500008, 35.91666666599997, 101.79166666099974, 234.83333333500013, 37.12499999699999, 145.7500000010001, 117.25, 81.24999999499977, 156.45833333100006, 60.20833333400003]"
Haydn,Symphony Hob1-93 iv D major.mid,"[49.375, 353.375, 637.125, 57.458333332999985, 482.70833333400003, 81.75, 286.125, 270.875, 147.125, 810.5833333339999, 85.5, 225.75]"
Haydn,Symphony Hob1-52 iv C minor.mid,"[715.9999999799998, 120.75, 512.75, 912.5, 81.5, 746.5, 53.5, 1078.25, 501.25, 41.5, 502.75, 372.25]"
Haydn,Symphony Hob1-94 iv G major.mid,"[187.0, 76.0, 611.375, 38.0, 134.75, 28.5, 213.375, 502.875, 15.75, 317.25, 48.25, 321.0]"
Haydn,Symphony Hob1-91 iii Eb major.mid,"[139.99999999747007, 14.499999999000025, 167.62500000594005, 479.37499999632996, 27.125, 324.0000000032299, 22.875, 312.62500000503996, 241.79166666025998, 53.75000000279999, 570.916666660099, 27.125]"
Haydn,Symphony Hob1-85 iv Bb major.mid,"[247.91666665719967, 33.833333332999985, 265.08333331799963, 130.5416666549998, 57.20833333099992, 464.49999998999976, 25.99999999900001, 139.4166666559999, 35.87499999299976, 160.70833332899997, 323.87499998829975, 34.16666666499992]"
Haydn,Symphony Hob1-70 iv D minor.mid,"[210.875, 108.375, 706.75, 66.5, 295.125, 300.875, 103.375, 369.0, 29.5, 742.875, 218.5, 63.625]"
Haydn,Symphony Hob1-94 iii G major.mid,"[369.75, 77.0, 851.125, 51.375, 227.0, 79.0, 338.125, 670.625, 12.375, 533.0, 37.125, 350.25]"
Haydn,Symphony Hob1-77 iv Bb major.mid,"[277.75, 18.5, 192.375, 178.625, 78.125, 410.625, 17.875, 187.625, 30.375, 139.625, 364.25, 10.125]"
Haydn,Symphony Hob1-88 iv G major.mid,"[101.125, 87.875, 576.375, 54.125, 200.625, 11.125, 224.875, 431.375, 11.875, 316.75, 40.875, 341.625]"
Haydn,Symphony Hob1-92 ii D major.mid,"[34.0, 69.875, 203.5416666666, 19.625, 82.75, 51.125, 94.75, 106.04166666600003, 30.125, 218.16666666580002, 31.625, 69.875]"
Haydn,Symphony Hob1-73 iv D major.mid,"[23.83333333400003, 187.41666666700013, 550.8333333316996, 20.374999998999954, 293.083333334, 19.791666667000015, 266.5416666656999, 169.6250000007, 39.499999998999996, 434.5416666637002, 15.25, 177.75000000200015]"
Haydn,Symphony Hob1-92 iii G major.mid,"[303.25, 68.5, 809.0, 75.625, 135.875, 32.625, 181.75, 697.625, 10.5, 363.375, 90.75, 413.375]"
Haydn,Symphony Hob1-76 iii Eb major.mid,"[221.5, 14.375, 142.83333333540006, 349.2916666609, 59.0, 379.83333333060017, 0, 328.875, 288.6666666677, 16.5, 473.7500000133004, 0]"
Haydn,Symphony Hob1-89 iii F major.mid,"[644.125, 9.25, 145.0, 9.75, 225.625, 529.0, 12.75, 317.125, 0, 410.25, 170.125, 36.25]"
Haydn,Symphony Hob1-90 iii C major.mid,"[521.0, 5.5, 309.9166666639999, 242.25, 276.625, 246.5, 59.375, 478.33333333199994, 122.25, 90.125, 93.375, 113.66666666399988]"
Haydn,Symphony Hob1-100 i G major.mid,"[435.33333328599986, 320.375, 1584.666666682, 177.0, 565.375, 102.125, 629.625, 1245.291666664, 87.875, 1185.708333336, 207.4583333333, 699.33333333]"
Haydn,The Seven Last Words Hob20-4 Part 1 Introduction D minor.mid,"[40.125, 52.875, 153.625, 13.25, 63.20833333300001, 125.25, 13.75, 75.12499999900004, 24.125, 162.5, 59.541666666000026, 0.875]"
Haydn,Symphony Hob1-100 iv G major.mid,"[475.45833333200017, 323.3333333300002, 996.1666666489998, 218.37499999900012, 469.6666666636003, 155.125, 412.70833333230007, 743.0416666595002, 187.75, 811.666666658, 158.99999999700003, 447.20833332100017]"
Haydn,"The Seasons Hob21-3 ""Ach! das Ungewitter naht!"" C major.mid","[500.2916666656, 72.7083333333, 237.166666666323, 333.2916666666, 98.0, 238.41666666628998, 80.999999999, 440.7499999996, 252.66666666668, 87.583333333, 237.6666666663, 159.79166666634]"
Haydn,The Creation Hob21-2 1 Introduction C minor.mid,"[307.99999999889997, 41.70833333280004, 143.8749999967999, 269.04166666389983, 56.66666666399985, 164.37499999779993, 65.7499999996, 267.374999997, 168.62499999960005, 39.33333333300001, 132.708333332, 124.87499999960002]"
Haydn,Symphony Hob1-99 iv Eb major.mid,"[173.5, 34.875, 213.33333333299998, 483.8333333320001, 28.375, 311.16666666599997, 23.25, 319.58333333100006, 188.0, 82.375, 493.74999999700003, 28.875]"
Haydn,Tempore Belli Mass Hob22-9 ii Gloria C major.mid,"[505.41666662602256, 149.791666639101, 426.9583332987213, 53.37499999000059, 485.5416665837027, 250.54166664630145, 125.45833331400055, 535.1666666129729, 128.8749999797998, 414.12499994385274, 51.791666650100986, 335.2916666124423]"
Haydn,Symphony Hob1-101 i D major.mid,"[215.1666666650001, 594.5833333100001, 1273.2499999675997, 109.416666661, 1197.6666666339997, 168.291666662, 715.8333333100001, 564.6666666570001, 288.9999999920001, 1524.6249999549989, 99.79166666200001, 648.5416666450005]"
Haydn,Symphony Hob1-103 iv Eb major.mid,"[538.375, 260.125, 508.125, 1286.625, 83.75, 987.75, 186.5, 814.25, 663.125, 159.25, 1630.5, 104.25]"
Haydn,The Seven Last Words Hob20-4 Part 2 No8 C minor.mid,"[472.91666666599997, 43.125, 128.6250000020999, 282.625, 41.375, 159.8333333337, 66.75, 370.3750000019999, 130.041666667, 46.125, 136.541666667, 145.0]"
